13,0,3
0,4,20
1,21,96
0,97,102
14,103,119
0,120,124
14,125,127
1,128,146
0,147,186
19,187,219
0,220,244
5,245,268
8,269,270
5,271,283
0,284,284
6,285,311
0,312,324
2,325,366
0,367,443
8,444,445
12,446,450
6,451,451
12,452,481
0,482,486
3,487,489
17,490,515
0,516,524
4,525,549
0,550,584
11,585,621
0,622,667
15,668,725
0,726,744
14,745,750
0,751,808
3,809,839
0,840,879
8,880,927
0,928,970
11,971,973
9,974,988
0,989,1042
7,1043,1068
0,1069,1104
16,1105,1114
7,1115,1122
0,1123,1127
16,1128,1132
0,1133,1180
18,1181,1200
0,1201,1218
10,1219,1220
0,1221,1251
