13,0,3
0,4,5
8,6,7
12,8,12
6,13,15
12,16,36
4,37,44
0,45,152
7,153,178
0,179,180
17,181,187
0,188,228
3,229,232
17,233,254
3,255,261
0,262,292
6,293,335
0,336,355
16,356,394
0,395,398
15,399,441
0,442,447
8,448,516
0,517,539
4,540,573
16,574,607
0,608,612
19,613,622
3,623,643
11,644,645
3,646,648
0,649,729
3,730,760
0,761,814
19,815,842
0,843,870
11,871,872
2,873,913
0,914,944
18,945,989
0,990,1007
18,1008,1009
1,1010,1087
0,1088,1097
14,1098,1116
13,1117,1126
0,1127,1152
5,1153,1205
0,1206,1223
14,1224,1246
0,1247,1277
11,1278,1323
0,1324,1333
